Type,Code,Title
NAICS,	32712,Clay Building Material and Refractories Manufacturing
NAICS,	327120,Clay Building Material and Refractories Manufacturing
NAICS,	3272,Glass and Glass Product Manufacturing
NAICS,	32721,Glass and Glass Product Manufacturing
NAICS,	327211,Flat Glass Manufacturing
NAICS,	327212,Other Pressed and Blown Glass and Glassware Manufacturing
NAICS,	327213,Glass Container Manufacturing
NAICS,	327215,Glass Product Manufacturing Made of Purchased Glass
NAICS,	3273,Cement and Concrete Product Manufacturing
NAICS,	32731,Cement Manufacturing
NAICS,	327310,Cement Manufacturing
NAICS,	32732,Ready-Mix Concrete Manufacturing
NAICS,	327320,Ready-Mix Concrete Manufacturing
NAICS,	32733,"Concrete Pipe, Brick, and Block Manufacturing"
NAICS,	327331,Concrete Block and Brick Manufacturing
NAICS,	327332,Concrete Pipe Manufacturing
NAICS,	32739,Other Concrete Product Manufacturing
NAICS,	327390,Other Concrete Product Manufacturing
NAICS,	3274,Lime and Gypsum Product Manufacturing
NAICS,	32741,Lime Manufacturing
NAICS,	327410,Lime Manufacturing
NAICS,	32742,Gypsum Product Manufacturing
NAICS,	327420,Gypsum Product Manufacturing
NAICS,	3279,Other Nonmetallic Mineral Product Manufacturing
NAICS,	32791,Abrasive Product Manufacturing
NAICS,	327910,Abrasive Product Manufacturing
NAICS,	32799,All Other Nonmetallic Mineral Product Manufacturing
NAICS,	327991,Cut Stone and Stone Product Manufacturing
NAICS,	327992,Ground or Treated Mineral and Earth Manufacturing
NAICS,	327993,Mineral Wool Manufacturing
NAICS,	327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing
NAICS,	331,Primary Metal Manufacturing
NAICS,	3311,Iron and Steel Mills and Ferroalloy Manufacturing
NAICS,	33111,Iron and Steel Mills and Ferroalloy Manufacturing
NAICS,	331110,Iron and Steel Mills and Ferroalloy Manufacturing
NAICS,	3312,Steel Product Manufacturing from Purchased Steel
NAICS,	33121,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
NAICS,	331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
NAICS,	33122,Rolling and Drawing of Purchased Steel
NAICS,	331221,Rolled Steel Shape Manufacturing
NAICS,	331222,Steel Wire Drawing
NAICS,	3313,Alumina and Aluminum Production and Processing
NAICS,	33131,Alumina and Aluminum Production and Processing
NAICS,	331313,Alumina Refining and Primary Aluminum Production
NAICS,	331314,Secondary Smelting and Alloying of Aluminum
NAICS,	331315,"Aluminum Sheet, Plate, and Foil Manufacturing"
NAICS,	331318,"Other Aluminum Rolling, Drawing, and Extruding"
NAICS,	3314,Nonferrous Metal (except Aluminum) Production and Processing
NAICS,	33141,Nonferrous Metal (except Aluminum) Smelting and Refining
NAICS,	331410,Nonferrous Metal (except Aluminum) Smelting and Refining
NAICS,	33142,"Copper Rolling, Drawing, Extruding, and Alloying"
NAICS,	331420,"Copper Rolling, Drawing, Extruding, and Alloying"
NAICS,	33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying"
NAICS,	331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
NAICS,	331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
NAICS,	3315,Foundries
NAICS,	33151,Ferrous Metal Foundries
NAICS,	331511,Iron Foundries
NAICS,	331512,Steel Investment Foundries
NAICS,	331513,Steel Foundries (except Investment)
NAICS,	33152,Nonferrous Metal Foundries
NAICS,	331523,Nonferrous Metal Die-Casting Foundries
NAICS,	331524,Aluminum Foundries (except Die-Casting)
NAICS,	331529,Other Nonferrous Metal Foundries (except Die-Casting)
NAICS,	332,Fabricated Metal Product Manufacturing
NAICS,	3321,Forging and Stamping
NAICS,	33211,Forging and Stamping
NAICS,	332111,Iron and Steel Forging
NAICS,	332112,Nonferrous Forging
NAICS,	332114,Custom Roll Forming
NAICS,	332117,Powder Metallurgy Part Manufacturing
NAICS,	332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
NAICS,	3322,Cutlery and Handtool Manufacturing
NAICS,	33221,Cutlery and Handtool Manufacturing
NAICS,	332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing"
NAICS,	332216,Saw Blade and Handtool Manufacturing
NAICS,	3323,Architectural and Structural Metals Manufacturing
NAICS,	33231,Plate Work and Fabricated Structural Product Manufacturing
NAICS,	332311,Prefabricated Metal Building and Component Manufacturing
NAICS,	332312,Fabricated Structural Metal Manufacturing
NAICS,	332313,Plate Work Manufacturing
NAICS,	33232,Ornamental and Architectural Metal Products Manufacturing
NAICS,	332321,Metal Window and Door Manufacturing
NAICS,	332322,Sheet Metal Work Manufacturing
NAICS,	332323,Ornamental and Architectural Metal Work Manufacturing
NAICS,	3324,"Boiler, Tank, and Shipping Container Manufacturing"
NAICS,	33241,Power Boiler and Heat Exchanger Manufacturing
NAICS,	332410,Power Boiler and Heat Exchanger Manufacturing
NAICS,	33242,Metal Tank (Heavy Gauge) Manufacturing
NAICS,	332420,Metal Tank (Heavy Gauge) Manufacturing
NAICS,	33243,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing"
NAICS,	332431,Metal Can Manufacturing
NAICS,	332439,Other Metal Container Manufacturing
NAICS,	3325,Hardware Manufacturing
NAICS,	33251,Hardware Manufacturing
NAICS,	332510,Hardware Manufacturing
NAICS,	3326,Spring and Wire Product Manufacturing
NAICS,	33261,Spring and Wire Product Manufacturing
NAICS,	332613,Spring Manufacturing
NAICS,	332618,Other Fabricated Wire Product Manufacturing
NAICS,	3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
NAICS,	33271,Machine Shops
NAICS,	332710,Machine Shops
NAICS,	33272,"Turned Product and Screw, Nut, and Bolt Manufacturing"
NAICS,	332721,Precision Turned Product Manufacturing
NAICS,	332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
NAICS,	3328,"Coating, Engraving, Heat Treating, and Allied Activities"
NAICS,	33281,"Coating, Engraving, Heat Treating, and Allied Activities"
NAICS,	332811,Metal Heat Treating
NAICS,	332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
NAICS,	332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
NAICS,	3329,Other Fabricated Metal Product Manufacturing
NAICS,	33291,Metal Valve Manufacturing
NAICS,	332911,Industrial Valve Manufacturing
NAICS,	332912,Fluid Power Valve and Hose Fitting Manufacturing
NAICS,	332913,Plumbing Fixture Fitting and Trim Manufacturing
NAICS,	332919,Other Metal Valve and Pipe Fitting Manufacturing
NAICS,	33299,All Other Fabricated Metal Product Manufacturing
NAICS,	332991,Ball and Roller Bearing Manufacturing
NAICS,	332992,Small Arms Ammunition Manufacturing
NAICS,	332993,Ammunition (except Small Arms) Manufacturing
NAICS,	332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
NAICS,	332996,Fabricated Pipe and Pipe Fitting Manufacturing
NAICS,	332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
NAICS,	333,Machinery Manufacturing
NAICS,	3331,"Agriculture, Construction, and Mining Machinery Manufacturing"
NAICS,	33311,Agricultural Implement Manufacturing
NAICS,	333111,Farm Machinery and Equipment Manufacturing
NAICS,	333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
NAICS,	33312,Construction Machinery Manufacturing
NAICS,	333120,Construction Machinery Manufacturing
NAICS,	33313,Mining and Oil and Gas Field Machinery Manufacturing
NAICS,	333131,Mining Machinery and Equipment Manufacturing
NAICS,	333132,Oil and Gas Field Machinery and Equipment Manufacturing
NAICS,	3332,Industrial Machinery Manufacturing
NAICS,	33324,Industrial Machinery Manufacturing
NAICS,	333241,Food Product Machinery Manufacturing
NAICS,	333242,Semiconductor Machinery Manufacturing
NAICS,	333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing"
NAICS,	333244,Printing Machinery and Equipment Manufacturing
NAICS,	333249,Other Industrial Machinery Manufacturing
NAICS,	3333,Commercial and Service Industry Machinery Manufacturing
NAICS,	33331,Commercial and Service Industry Machinery Manufacturing
NAICS,	333314,Optical Instrument and Lens Manufacturing
NAICS,	333316,Photographic and Photocopying Equipment Manufacturing
NAICS,	333318,Other Commercial and Service Industry Machinery Manufacturing
NAICS,	3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
NAICS,	33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
NAICS,	333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
NAICS,	333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
NAICS,	333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
NAICS,	3335,Metalworking Machinery Manufacturing
NAICS,	33351,Metalworking Machinery Manufacturing
NAICS,	333511,Industrial Mold Manufacturing
NAICS,	333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
NAICS,	333515,Cutting Tool and Machine Tool Accessory Manufacturing
NAICS,	333517,Machine Tool Manufacturing
NAICS,	333519,Rolling Mill and Other Metalworking Machinery Manufacturing
NAICS,	3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
NAICS,	33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
NAICS,	333611,Turbine and Turbine Generator Set Units Manufacturing
NAICS,	333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
NAICS,	333613,Mechanical Power Transmission Equipment Manufacturing
NAICS,	333618,Other Engine Equipment Manufacturing
NAICS,	3339,Other General Purpose Machinery Manufacturing
NAICS,	33391,Pump and Compressor Manufacturing
NAICS,	333912,Air and Gas Compressor Manufacturing
NAICS,	333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
NAICS,	33392,Material Handling Equipment Manufacturing
NAICS,	333921,Elevator and Moving Stairway Manufacturing
NAICS,	333922,Conveyor and Conveying Equipment Manufacturing
NAICS,	333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
NAICS,	333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
NAICS,	33399,All Other General Purpose Machinery Manufacturing
NAICS,	333991,Power-Driven Handtool Manufacturing
NAICS,	333992,Welding and Soldering Equipment Manufacturing
NAICS,	333993,Packaging Machinery Manufacturing
NAICS,	333994,Industrial Process Furnace and Oven Manufacturing
NAICS,	333995,Fluid Power Cylinder and Actuator Manufacturing
NAICS,	333996,Fluid Power Pump and Motor Manufacturing
NAICS,	333997,Scale and Balance Manufacturing
NAICS,	333999,All Other Miscellaneous General Purpose Machinery Manufacturing
NAICS,	334,Computer and Electronic Product Manufacturing
NAICS,	3341,Computer and Peripheral Equipment Manufacturing
NAICS,	33411,Computer and Peripheral Equipment Manufacturing
NAICS,	334111,Electronic Computer Manufacturing
NAICS,	334112,Computer Storage Device Manufacturing
NAICS,	334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing
NAICS,	3342,Communications Equipment Manufacturing
NAICS,	33421,Telephone Apparatus Manufacturing
NAICS,	334210,Telephone Apparatus Manufacturing
NAICS,	33422,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
NAICS,	334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
NAICS,	33429,Other Communications Equipment Manufacturing
NAICS,	334290,Other Communications Equipment Manufacturing
NAICS,	3343,Audio and Video Equipment Manufacturing
NAICS,	33431,Audio and Video Equipment Manufacturing
NAICS,	334310,Audio and Video Equipment Manufacturing
NAICS,	3344,Semiconductor and Other Electronic Component Manufacturing
NAICS,	33441,Semiconductor and Other Electronic Component Manufacturing
NAICS,	334412,Bare Printed Circuit Board Manufacturing
NAICS,	334413,Semiconductor and Related Device Manufacturing
NAICS,	334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing"
NAICS,	334417,Electronic Connector Manufacturing
NAICS,	334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
NAICS,	334419,Other Electronic Component Manufacturing
NAICS,	3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
NAICS,	33451,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
NAICS,	334510,Electromedical and Electrotherapeutic Apparatus Manufacturing
NAICS,	334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
NAICS,	334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use"
NAICS,	334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
NAICS,	334514,Totalizing Fluid Meter and Counting Device Manufacturing
NAICS,	334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
NAICS,	334516,Analytical Laboratory Instrument Manufacturing
NAICS,	334517,Irradiation Apparatus Manufacturing
NAICS,	334519,Other Measuring and Controlling Device Manufacturing
NAICS,	3346,Manufacturing and Reproducing Magnetic and Optical Media
NAICS,	33461,Manufacturing and Reproducing Magnetic and Optical Media
NAICS,	334613,Blank Magnetic and Optical Recording Media Manufacturing
NAICS,	334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing"
NAICS,	335,"Electrical Equipment, Appliance, and Component Manufacturing"
NAICS,	3351,Electric Lighting Equipment Manufacturing
NAICS,	33511,Electric Lamp Bulb and Part Manufacturing
NAICS,	335110,Electric Lamp Bulb and Part Manufacturing
NAICS,	33512,Lighting Fixture Manufacturing
NAICS,	335121,Residential Electric Lighting Fixture Manufacturing
NAICS,	335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing"
NAICS,	335129,Other Lighting Equipment Manufacturing
NAICS,	3352,Household Appliance Manufacturing
NAICS,	33521,Small Electrical Appliance Manufacturing
NAICS,	335210,Small Electrical Appliance Manufacturing
NAICS,	33522,Major Household Appliance Manufacturing
NAICS,	335220,Major Household Appliance Manufacturing
NAICS,	3353,Electrical Equipment Manufacturing
NAICS,	33531,Electrical Equipment Manufacturing
NAICS,	335311,"Power, Distribution, and Specialty Transformer Manufacturing"
NAICS,	335312,Motor and Generator Manufacturing
NAICS,	335313,Switchgear and Switchboard Apparatus Manufacturing
NAICS,	335314,Relay and Industrial Control Manufacturing
NAICS,	3359,Other Electrical Equipment and Component Manufacturing
NAICS,	33591,Battery Manufacturing
NAICS,	335911,Storage Battery Manufacturing
NAICS,	335912,Primary Battery Manufacturing
NAICS,	33592,Communication and Energy Wire and Cable Manufacturing
NAICS,	335921,Fiber Optic Cable Manufacturing
NAICS,	335929,Other Communication and Energy Wire Manufacturing
NAICS,	33593,Wiring Device Manufacturing
NAICS,	335931,Current-Carrying Wiring Device Manufacturing
NAICS,	335932,Noncurrent-Carrying Wiring Device Manufacturing
NAICS,	33599,All Other Electrical Equipment and Component Manufacturing
NAICS,	335991,Carbon and Graphite Product Manufacturing
NAICS,	335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
NAICS,	336,Transportation Equipment Manufacturing
NAICS,	3361,Motor Vehicle Manufacturing
NAICS,	33611,Automobile and Light Duty Motor Vehicle Manufacturing
NAICS,	336111,Automobile Manufacturing
NAICS,	336112,Light Truck and Utility Vehicle Manufacturing
NAICS,	33612,Heavy Duty Truck Manufacturing
NAICS,	336120,Heavy Duty Truck Manufacturing
NAICS,	3362,Motor Vehicle Body and Trailer Manufacturing
NAICS,	33621,Motor Vehicle Body and Trailer Manufacturing
NAICS,	336211,Motor Vehicle Body Manufacturing
NAICS,	336212,Truck Trailer Manufacturing
NAICS,	336213,Motor Home Manufacturing
NAICS,	336214,Travel Trailer and Camper Manufacturing
NAICS,	3363,Motor Vehicle Parts Manufacturing
NAICS,	33631,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
NAICS,	336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
NAICS,	33632,Motor Vehicle Electrical and Electronic Equipment Manufacturing
NAICS,	336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing
NAICS,	33633,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
NAICS,	336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
NAICS,	33634,Motor Vehicle Brake System Manufacturing
NAICS,	336340,Motor Vehicle Brake System Manufacturing
NAICS,	33635,Motor Vehicle Transmission and Power Train Parts Manufacturing
NAICS,	336350,Motor Vehicle Transmission and Power Train Parts Manufacturing
NAICS,	33636,Motor Vehicle Seating and Interior Trim Manufacturing
NAICS,	336360,Motor Vehicle Seating and Interior Trim Manufacturing
NAICS,	33637,Motor Vehicle Metal Stamping
NAICS,	336370,Motor Vehicle Metal Stamping
NAICS,	33639,Other Motor Vehicle Parts Manufacturing
NAICS,	336390,Other Motor Vehicle Parts Manufacturing
NAICS,	3364,Aerospace Product and Parts Manufacturing
NAICS,	33641,Aerospace Product and Parts Manufacturing
NAICS,	336411,Aircraft Manufacturing
NAICS,	336412,Aircraft Engine and Engine Parts Manufacturing
NAICS,	336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
NAICS,	336414,Guided Missile and Space Vehicle Manufacturing
NAICS,	336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing
NAICS,	336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
NAICS,	3365,Railroad Rolling Stock Manufacturing
NAICS,	33651,Railroad Rolling Stock Manufacturing
NAICS,	336510,Railroad Rolling Stock Manufacturing
NAICS,	3366,Ship and Boat Building
NAICS,	33661,Ship and Boat Building
NAICS,	336611,Ship Building and Repairing
NAICS,	336612,Boat Building
NAICS,	3369,Other Transportation Equipment Manufacturing
NAICS,	33699,Other Transportation Equipment Manufacturing
NAICS,	336991,"Motorcycle, Bicycle, and Parts Manufacturing"
NAICS,	336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing"
NAICS,	336999,All Other Transportation Equipment Manufacturing
NAICS,	337,Furniture and Related Product Manufacturing
NAICS,	3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing
NAICS,	33711,Wood Kitchen Cabinet and Countertop Manufacturing
NAICS,	337110,Wood Kitchen Cabinet and Countertop Manufacturing
NAICS,	33712,Household and Institutional Furniture Manufacturing
NAICS,	337121,Upholstered Household Furniture Manufacturing
NAICS,	337122,Nonupholstered Wood Household Furniture Manufacturing
NAICS,	337124,Metal Household Furniture Manufacturing
NAICS,	337125,Household Furniture (except Wood and Metal) Manufacturing
NAICS,	337127,Institutional Furniture Manufacturing
NAICS,	3372,Office Furniture (including Fixtures) Manufacturing
NAICS,	33721,Office Furniture (including Fixtures) Manufacturing
NAICS,	337211,Wood Office Furniture Manufacturing
NAICS,	337212,Custom Architectural Woodwork and Millwork Manufacturing
NAICS,	337214,Office Furniture (except Wood) Manufacturing
NAICS,	337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
NAICS,	3379,Other Furniture Related Product Manufacturing
NAICS,	33791,Mattress Manufacturing
NAICS,	337910,Mattress Manufacturing
NAICS,	33792,Blind and Shade Manufacturing
NAICS,	337920,Blind and Shade Manufacturing
NAICS,	339,Miscellaneous Manufacturing
NAICS,	3391,Medical Equipment and Supplies Manufacturing
NAICS,	33911,Medical Equipment and Supplies Manufacturing
NAICS,	339112,Surgical and Medical Instrument Manufacturing
NAICS,	339113,Surgical Appliance and Supplies Manufacturing
NAICS,	339114,Dental Equipment and Supplies Manufacturing
NAICS,	339115,Ophthalmic Goods Manufacturing
NAICS,	339116,Dental Laboratories
NAICS,	3399,Other Miscellaneous Manufacturing
NAICS,	33991,Jewelry and Silverware Manufacturing
NAICS,	339910,Jewelry and Silverware Manufacturing
NAICS,	33992,Sporting and Athletic Goods Manufacturing
NAICS,	339920,Sporting and Athletic Goods Manufacturing
NAICS,	33993,"Doll, Toy, and Game Manufacturing"
NAICS,	339930,"Doll, Toy, and Game Manufacturing"
NAICS,	33994,Office Supplies (except Paper) Manufacturing
NAICS,	339940,Office Supplies (except Paper) Manufacturing
NAICS,	33995,Sign Manufacturing
NAICS,	339950,Sign Manufacturing
NAICS,	33999,All Other Miscellaneous Manufacturing
NAICS,	339991,"Gasket, Packing, and Sealing Device Manufacturing"
NAICS,	339992,Musical Instrument Manufacturing
NAICS,	339993,"Fastener, Button, Needle, and Pin Manufacturing"
NAICS,	339994,"Broom, Brush, and Mop Manufacturing"
NAICS,	339995,Burial Casket Manufacturing
NAICS,	339999,All Other Miscellaneous Manufacturing
NAICS,	42,Wholesale Trade
NAICS,	423,"Merchant Wholesalers, Durable Goods"
NAICS,	4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers
NAICS,	42311,Automobile and Other Motor Vehicle Merchant Wholesalers
NAICS,	423110,Automobile and Other Motor Vehicle Merchant Wholesalers
NAICS,	42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers
NAICS,	423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers
NAICS,	42313,Tire and Tube Merchant Wholesalers
NAICS,	423130,Tire and Tube Merchant Wholesalers
NAICS,	42314,Motor Vehicle Parts (Used) Merchant Wholesalers
NAICS,	423140,Motor Vehicle Parts (Used) Merchant Wholesalers
NAICS,	4232,Furniture and Home Furnishing Merchant Wholesalers
NAICS,	42321,Furniture Merchant Wholesalers
NAICS,	423210,Furniture Merchant Wholesalers
NAICS,	42322,Home Furnishing Merchant Wholesalers
NAICS,	423220,Home Furnishing Merchant Wholesalers
NAICS,	4233,Lumber and Other Construction Materials Merchant Wholesalers
NAICS,	42331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
NAICS,	423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
NAICS,	42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers"
NAICS,	423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers"
NAICS,	42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
NAICS,	423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
NAICS,	42339,Other Construction Material Merchant Wholesalers
NAICS,	423390,Other Construction Material Merchant Wholesalers
NAICS,	4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers
NAICS,	42341,Photographic Equipment and Supplies Merchant Wholesalers
NAICS,	423410,Photographic Equipment and Supplies Merchant Wholesalers
NAICS,	42342,Office Equipment Merchant Wholesalers
NAICS,	423420,Office Equipment Merchant Wholesalers
NAICS,	42343,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
NAICS,	423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
NAICS,	42344,Other Commercial Equipment Merchant Wholesalers
NAICS,	423440,Other Commercial Equipment Merchant Wholesalers
NAICS,	42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
NAICS,	423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
NAICS,	42346,Ophthalmic Goods Merchant Wholesalers
NAICS,	423460,Ophthalmic Goods Merchant Wholesalers
NAICS,	42349,Other Professional Equipment and Supplies Merchant Wholesalers
NAICS,	423490,Other Professional Equipment and Supplies Merchant Wholesalers
NAICS,	4235,Metal and Mineral (except Petroleum) Merchant Wholesalers
NAICS,	42351,Metal Service Centers and Other Metal Merchant Wholesalers
NAICS,	423510,Metal Service Centers and Other Metal Merchant Wholesalers
NAICS,	42352,Coal and Other Mineral and Ore Merchant Wholesalers
NAICS,	423520,Coal and Other Mineral and Ore Merchant Wholesalers
NAICS,	4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers
NAICS,	42361,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
NAICS,	423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
NAICS,	42362,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"
NAICS,	423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"
NAICS,	42369,Other Electronic Parts and Equipment Merchant Wholesalers
NAICS,	423690,Other Electronic Parts and Equipment Merchant Wholesalers
NAICS,	4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers"
NAICS,	42371,Hardware Merchant Wholesalers
NAICS,	423710,Hardware Merchant Wholesalers
NAICS,	42372,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
NAICS,	423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
NAICS,	42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
NAICS,	423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
NAICS,	42374,Refrigeration Equipment and Supplies Merchant Wholesalers
NAICS,	423740,Refrigeration Equipment and Supplies Merchant Wholesalers
NAICS,	4238,"Machinery, Equipment, and Supplies Merchant Wholesalers"
NAICS,	42381,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
NAICS,	423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
NAICS,	42382,Farm and Garden Machinery and Equipment Merchant Wholesalers
NAICS,	423820,Farm and Garden Machinery and Equipment Merchant Wholesalers
NAICS,	42383,Industrial Machinery and Equipment Merchant Wholesalers
NAICS,	423830,Industrial Machinery and Equipment Merchant Wholesalers
NAICS,	42384,Industrial Supplies Merchant Wholesalers
NAICS,	423840,Industrial Supplies Merchant Wholesalers
NAICS,	42385,Service Establishment Equipment and Supplies Merchant Wholesalers
NAICS,	423850,Service Establishment Equipment and Supplies Merchant Wholesalers
NAICS,	42386,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers
NAICS,	423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers
NAICS,	4239,Miscellaneous Durable Goods Merchant Wholesalers
NAICS,	42391,Sporting and Recreational Goods and Supplies Merchant Wholesalers
NAICS,	423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers
NAICS,	42392,Toy and Hobby Goods and Supplies Merchant Wholesalers
NAICS,	423920,Toy and Hobby Goods and Supplies Merchant Wholesalers
NAICS,	42393,Recyclable Material Merchant Wholesalers
NAICS,	423930,Recyclable Material Merchant Wholesalers
NAICS,	42394,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"
NAICS,	423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"
NAICS,	42399,Other Miscellaneous Durable Goods Merchant Wholesalers
NAICS,	423990,Other Miscellaneous Durable Goods Merchant Wholesalers
NAICS,	424,"Merchant Wholesalers, Nondurable Goods"
NAICS,	4241,Paper and Paper Product Merchant Wholesalers
NAICS,	42411,Printing and Writing Paper Merchant Wholesalers
NAICS,	424110,Printing and Writing Paper Merchant Wholesalers
NAICS,	42412,Stationery and Office Supplies Merchant Wholesalers
NAICS,	424120,Stationery and Office Supplies Merchant Wholesalers
NAICS,	42413,Industrial and Personal Service Paper Merchant Wholesalers
NAICS,	424130,Industrial and Personal Service Paper Merchant Wholesalers
NAICS,	4242,Drugs and Druggists' Sundries Merchant Wholesalers
NAICS,	42421,Drugs and Druggists' Sundries Merchant Wholesalers
NAICS,	424210,Drugs and Druggists' Sundries Merchant Wholesalers
NAICS,	4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers"
NAICS,	42431,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
NAICS,	424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
NAICS,	42432,Men's and Boys' Clothing and Furnishings Merchant Wholesalers
NAICS,	424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers
NAICS,	42433,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers"
NAICS,	424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers"
NAICS,	42434,Footwear Merchant Wholesalers
NAICS,	424340,Footwear Merchant Wholesalers
